C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_58_565.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_58_565.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_58_565.jpg, 0, 0, 0, 7.803631E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_58_667.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_58_667.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_58_667.jpg, 0, 0, 0, 7.969631E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_58_771.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_58_771.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_58_771.jpg, 0, 0, 0, 7.897904E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_58_876.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_58_876.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_58_876.jpg, 0, 0, 0, 7.837229E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_58_978.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_58_978.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_58_978.jpg, 0, 0, 0, 7.851618E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_084.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_084.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_084.jpg, 0, 0, 0, 7.861487E-05
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_188.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_188.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_188.jpg, 0, 0.0929514, 0, 0.03808264
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_294.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_294.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_294.jpg, 0, 0.4039437, 0, 0.3630155
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_397.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_397.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_397.jpg, -0.0564258, 0.6924987, 0, 1.056007
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_502.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_502.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_502.jpg, -0.1166955, 1, 0, 2.370774
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_608.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_608.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_608.jpg, 0, 1, 0, 3.552558
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_710.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_710.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_710.jpg, -0.0278808, 1, 0, 4.724671
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_811.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_811.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_811.jpg, -0.3279783, 1, 0, 5.863632
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_51_59_914.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_51_59_914.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_51_59_914.jpg, -0.07943006, 1, 0, 7.010588
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_022.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_022.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_022.jpg, 0, 1, 0, 8.368587
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_129.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_129.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_129.jpg, -0.1130655, 1, 0, 9.489292
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_233.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_233.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_233.jpg, -0.3688635, 1, 0, 10.55275
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_339.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_339.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_339.jpg, -0.02939278, 1, 0, 11.98204
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_445.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_445.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_445.jpg, -0.2111175, 1, 0, 12.76377
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_547.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_547.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_547.jpg, -0.2758978, 1, 0, 13.93228
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_653.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_653.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_653.jpg, 0, 1, 0, 15.08709
C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\center_2024_10_13_20_52_00_754.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\left_2024_10_13_20_52_00_754.jpg, C:\Users\xstud\Downloads\simulator-windows-64\Data\IMG\right_2024_10_13_20_52_00_754.jpg, -0.1454508, 1, 0, 16.01571
